Fecha,SKU,Precio_compra,Precio_venta,Cantidad,Cliente,Tipo_cliente,Vendedor,Promo_bavaria,SMMLV,IPC,Quincena,Prima,Festivo,Venta_7_dias
2024-01-11 10:00:00,1010,3510.54,4523.31,7,37,tienda_barrio,4,0,1300000,9.91,0,0,0,7
2024-01-11 11:00:00,1015,2255.43,3050.24,3,42,bar,2,0,1300000,10.35,0,0,0,3
2024-01-11 12:00:00,1096,3652.14,5563.53,8,37,tienda_barrio,3,0,1300000,10.14,0,0,0,6
2024-01-11 13:00:00,1072,3564.06,5451.05,1,44,bar,7,0,1300000,10.36,0,0,0,6
2024-01-11 14:00:00,1058,3417.49,4626.75,5,33,supermercado,8,0,1300000,10.43,0,0,0,4
2024-01-11 15:00:00,1069,2072.32,2867.36,3,42,restaurante,9,0,1300000,10.13,0,0,0,6
2024-01-11 16:00:00,1079,2606.26,3443.69,5,29,restaurante,6,0,1300000,10.05,0,0,0,9
2024-01-11 17:00:00,1092,2526.23,3973.82,5,37,restaurante,9,1,1300000,10.13,0,0,0,6
2024-01-11 18:00:00,1002,2720.27,3393.42,2,19,restaurante,4,0,1300000,10.1,0,0,0,4
2024-01-11 19:00:00,1019,2175.29,3422.82,7,20,tienda_barrio,5,0,1300000,9.79,0,0,0,6
2024-01-11 20:00:00,1058,3873.92,5708.4,2,32,bar,1,1,1300000,10.43,0,0,0,7
2024-01-11 21:00:00,1035,3107.6,4389.89,4,44,tienda_barrio,9,0,1300000,10.17,0,0,0,4
2024-01-11 22:00:00,1018,2611.05,3167.37,5,16,supermercado,9,1,1300000,9.89,0,0,0,3
2024-01-11 23:00:00,1089,2793.96,3884.27,4,5,restaurante,9,0,1300000,9.71,0,0,0,4
2024-01-12 00:00:00,1066,2894.41,3945.37,8,49,bar,3,0,1300000,9.66,1,0,0,8
2024-01-12 01:00:00,1018,3201.19,4047.86,9,46,tienda_barrio,8,0,1300000,10.28,1,0,0,6
2024-01-12 02:00:00,1019,3031.36,4433.56,8,12,bar,3,0,1300000,10.0,1,0,0,8
2024-01-12 03:00:00,1095,3838.78,6097.75,8,45,tienda_barrio,6,0,1300000,10.03,1,0,0,6
2024-01-12 04:00:00,1070,2993.93,4265.98,9,21,bar,5,0,1300000,10.22,1,0,0,8
2024-01-12 05:00:00,1051,3984.32,5920.31,11,14,bar,8,1,1300000,10.02,1,0,0,8
2024-01-12 06:00:00,1032,3702.85,4544.8,10,37,restaurante,3,0,1300000,10.23,1,0,0,8
2024-01-12 07:00:00,1039,2417.02,3304.23,10,22,tienda_barrio,1,0,1300000,10.14,1,0,0,9
2024-01-12 08:00:00,1038,3861.19,4813.14,12,30,supermercado,9,0,1300000,10.11,1,0,0,9
2024-01-12 09:00:00,1081,2232.73,3226.56,9,23,bar,9,1,1300000,9.81,1,0,0,9
2024-01-12 10:00:00,1000,3634.9,5726.4,6,5,supermercado,3,1,1300000,9.96,1,0,0,8
2024-01-12 11:00:00,1010,2761.25,4044.43,8,29,restaurante,2,1,1300000,10.25,1,0,0,10
2024-01-12 12:00:00,1091,3755.95,4622.53,10,30,supermercado,4,0,1300000,9.99,1,0,0,6
2024-01-12 13:00:00,1056,3736.11,5013.36,7,18,bar,8,0,1300000,10.37,1,0,0,8
2024-01-12 14:00:00,1088,3611.85,5129.79,7,46,bar,6,0,1300000,10.6,1,0,0,10
2024-01-12 15:00:00,1049,3580.06,4873.48,9,1,bar,1,0,1300000,10.26,1,0,0,5
2024-01-12 16:00:00,1022,2609.36,4001.34,9,39,tienda_barrio,8,1,1300000,10.43,1,0,0,11
2024-01-12 17:00:00,1030,2161.84,3298.68,10,17,supermercado,5,1,1300000,10.27,1,0,0,7
2024-01-12 18:00:00,1093,2805.96,4053.86,6,3,tienda_barrio,6,0,1300000,10.02,1,0,0,5
2024-01-12 19:00:00,1041,2347.05,3167.07,10,42,bar,5,0,1300000,10.17,1,0,0,8
2024-01-12 20:00:00,1098,3389.9,4414.11,8,7,bar,5,0,1300000,10.53,1,0,0,8
2024-01-12 21:00:00,1006,2692.2,3344.65,7,27,restaurante,3,0,1300000,10.03,1,0,0,7
2024-01-12 22:00:00,1015,3951.22,5302.38,8,28,restaurante,4,0,1300000,9.92,1,0,0,9
2024-01-12 23:00:00,1089,3281.94,4480.73,6,44,bar,5,0,1300000,9.9,1,0,0,11
2024-01-13 00:00:00,1059,3644.96,5359.29,10,31,tienda_barrio,2,1,1300000,10.09,1,0,1,7
2024-01-13 01:00:00,1001,2265.05,3314.37,12,15,tienda_barrio,6,1,1300000,9.93,1,0,1,6
2024-01-13 02:00:00,1000,3724.03,4573.27,9,48,bar,2,1,1300000,10.47,1,0,1,9
2024-01-13 03:00:00,1047,3845.51,5222.6,10,8,supermercado,4,1,1300000,10.18,1,0,1,7
2024-01-13 04:00:00,1011,2974.12,3785.2,9,6,tienda_barrio,1,1,1300000,10.33,1,0,1,5
2024-01-13 05:00:00,1068,3212.51,4056.52,9,28,bar,4,1,1300000,10.07,1,0,1,6
2024-01-13 06:00:00,1036,3529.62,5403.57,10,4,restaurante,7,1,1300000,9.91,1,0,1,4
2024-01-13 07:00:00,1031,2349.68,2859.01,8,30,bar,8,1,1300000,9.87,1,0,1,12
2024-01-13 08:00:00,1008,3005.13,4110.04,8,43,tienda_barrio,2,1,1300000,9.95,1,0,1,8
2024-01-13 09:00:00,1098,2797.33,3545.0,9,17,bar,3,1,1300000,10.21,1,0,1,6
2024-01-13 10:00:00,1018,2292.75,3557.73,9,34,supermercado,1,1,1300000,10.24,1,0,1,7
2024-01-13 11:00:00,1047,2735.07,3891.5,8,6,supermercado,7,1,1300000,10.26,1,0,1,6
2024-01-13 12:00:00,1079,2136.34,2761.33,8,36,tienda_barrio,4,1,1300000,9.84,1,0,1,7
2024-01-13 13:00:00,1002,2051.62,2874.26,11,35,bar,8,1,1300000,10.14,1,0,1,9
2024-01-13 14:00:00,1019,2270.33,3388.68,9,39,supermercado,5,1,1300000,9.93,1,0,1,7
2024-01-13 15:00:00,1023,3926.23,6216.19,8,39,supermercado,9,1,1300000,10.22,1,0,1,5
2024-01-13 16:00:00,1053,3099.06,3992.14,7,16,restaurante,6,1,1300000,10.24,1,0,1,9
2024-01-13 17:00:00,1032,3931.64,6111.63,13,2,tienda_barrio,2,1,1300000,9.91,1,0,1,6
2024-01-13 18:00:00,1023,2865.0,4508.71,10,8,restaurante,1,1,1300000,10.33,1,0,1,9
2024-01-13 19:00:00,1074,2623.63,4110.1,10,15,restaurante,1,1,1300000,10.61,1,0,1,5
2024-01-13 20:00:00,1071,3012.28,4380.35,8,27,supermercado,9,1,1300000,10.31,1,0,1,11
2024-01-13 21:00:00,1035,2879.02,4180.13,11,16,bar,1,1,1300000,10.11,1,0,1,6
2024-01-13 22:00:00,1037,2211.33,3010.25,10,1,restaurante,3,1,1300000,10.08,1,0,1,9
2024-01-13 23:00:00,1083,3281.65,4925.62,10,10,tienda_barrio,2,1,1300000,10.1,1,0,1,7
2024-01-14 00:00:00,1098,2432.08,3435.36,6,7,tienda_barrio,4,1,1300000,9.99,1,0,1,8
2024-01-14 01:00:00,1088,3239.18,4764.75,10,48,bar,1,1,1300000,10.19,1,0,1,9
2024-01-14 02:00:00,1098,3300.4,4526.11,8,10,tienda_barrio,1,1,1300000,9.92,1,0,1,4
2024-01-14 03:00:00,1024,2304.05,3439.02,11,12,restaurante,4,1,1300000,9.77,1,0,1,8
2024-01-14 04:00:00,1092,2122.7,3247.28,12,17,bar,4,1,1300000,10.19,1,0,1,10
2024-01-14 05:00:00,1017,3561.52,4482.44,10,45,tienda_barrio,7,1,1300000,10.15,1,0,1,9
2024-01-14 06:00:00,1081,2919.6,4476.25,7,12,tienda_barrio,8,1,1300000,10.03,1,0,1,9
2024-01-14 07:00:00,1065,2116.33,2996.97,8,15,restaurante,8,1,1300000,9.89,1,0,1,10
2024-01-14 08:00:00,1053,3989.73,6135.67,9,46,restaurante,8,1,1300000,10.2,1,0,1,7
2024-01-14 09:00:00,1034,2115.56,2903.65,7,32,restaurante,9,1,1300000,9.95,1,0,1,6
2024-01-14 10:00:00,1079,3390.07,4582.07,9,32,restaurante,1,1,1300000,10.12,1,0,1,11
2024-01-14 11:00:00,1060,3967.36,6212.98,12,26,bar,9,1,1300000,10.5,1,0,1,7
2024-01-14 12:00:00,1040,2478.36,3223.03,12,14,bar,8,1,1300000,10.28,1,0,1,8
2024-01-14 13:00:00,1099,2284.5,3512.84,9,26,bar,1,1,1300000,9.88,1,0,1,8
2024-01-14 14:00:00,1032,2242.77,3125.54,9,5,supermercado,7,1,1300000,9.89,1,0,1,6
2024-01-14 15:00:00,1067,2606.55,3663.87,12,38,restaurante,9,1,1300000,10.18,1,0,1,12
2024-01-14 16:00:00,1032,2202.09,2914.22,9,46,restaurante,4,1,1300000,9.88,1,0,1,11
2024-01-14 17:00:00,1013,3384.32,4836.93,8,4,bar,9,1,1300000,9.75,1,0,1,9
2024-01-14 18:00:00,1020,2124.58,2825.87,7,28,tienda_barrio,1,1,1300000,10.26,1,0,1,6
2024-01-14 19:00:00,1047,3018.84,3670.03,11,1,tienda_barrio,9,1,1300000,10.22,1,0,1,8
2024-01-14 20:00:00,1019,3993.39,5226.55,8,13,restaurante,6,1,1300000,10.24,1,0,1,8
2024-01-14 21:00:00,1007,3627.94,4362.79,8,43,restaurante,4,1,1300000,10.21,1,0,1,8
2024-01-14 22:00:00,1006,3230.44,5140.73,9,3,bar,5,1,1300000,10.14,1,0,1,6
2024-01-14 23:00:00,1066,2612.51,4144.22,7,49,restaurante,7,1,1300000,10.02,1,0,1,10
2024-01-15 00:00:00,1016,3247.79,4410.7,6,25,tienda_barrio,4,0,1300000,10.26,1,0,0,3
2024-01-15 01:00:00,1032,3054.08,4554.7,5,42,tienda_barrio,8,0,1300000,10.46,1,0,0,0
2024-01-15 02:00:00,1047,2852.17,3817.12,7,16,restaurante,3,0,1300000,10.05,1,0,0,6
2024-01-15 03:00:00,1075,2261.42,3320.75,6,21,bar,2,0,1300000,9.95,1,0,0,6
2024-01-15 04:00:00,1058,3773.21,5743.47,6,13,bar,1,0,1300000,9.93,1,0,0,4
2024-01-15 05:00:00,1085,2899.57,4577.56,3,44,tienda_barrio,6,0,1300000,9.98,1,0,0,5
2024-01-15 06:00:00,1021,2389.25,3249.58,6,36,bar,2,0,1300000,10.2,1,0,0,9
2024-01-15 07:00:00,1029,2735.52,4139.71,4,8,tienda_barrio,8,1,1300000,9.73,1,0,0,5
2024-01-15 08:00:00,1037,2828.26,3694.76,4,44,restaurante,4,0,1300000,10.25,1,0,0,4
2024-01-15 09:00:00,1050,3655.08,5833.99,6,19,tienda_barrio,9,0,1300000,10.29,1,0,0,3
2024-01-15 10:00:00,1053,3467.23,4196.42,5,47,restaurante,4,0,1300000,9.8,1,0,0,6
2024-01-15 11:00:00,1007,3538.61,5100.59,4,16,bar,4,1,1300000,9.96,1,0,0,2
2024-01-15 12:00:00,1026,2022.06,2959.9,5,12,supermercado,8,0,1300000,10.18,1,0,0,6
2024-01-15 13:00:00,1026,2832.31,4178.28,3,20,supermercado,8,0,1300000,10.13,1,0,0,6
2024-01-15 14:00:00,1097,2962.69,3697.9,7,18,supermercado,5,1,1300000,10.26,1,0,0,6
2024-01-15 15:00:00,1020,2038.38,3211.29,8,12,tienda_barrio,3,1,1300000,10.13,1,0,0,5
2024-01-15 16:00:00,1029,2519.63,3206.16,4,48,supermercado,2,1,1300000,10.41,1,0,0,3
2024-01-15 17:00:00,1096,3520.58,5101.68,6,25,tienda_barrio,9,0,1300000,10.1,1,0,0,4
2024-01-15 18:00:00,1027,2274.22,2931.63,5,11,bar,9,1,1300000,9.97,1,0,0,4
2024-01-15 19:00:00,1063,3070.62,4062.08,7,22,restaurante,5,0,1300000,9.95,1,0,0,5
2024-01-15 20:00:00,1096,2430.4,3447.73,7,46,supermercado,8,1,1300000,10.31,1,0,0,4
2024-01-15 21:00:00,1068,2024.24,2766.89,3,34,tienda_barrio,7,0,1300000,10.17,1,0,0,4
2024-01-15 22:00:00,1060,2482.4,3137.98,3,13,bar,3,1,1300000,10.29,1,0,0,5
2024-01-15 23:00:00,1047,3951.75,5012.3,6,46,bar,5,1,1300000,10.29,1,0,0,5
2024-01-16 00:00:00,1018,3603.07,4926.33,3,38,supermercado,9,0,1300000,9.76,1,0,0,5
2024-01-16 01:00:00,1003,3919.15,5890.14,8,12,bar,4,1,1300000,9.94,1,0,0,7
2024-01-16 02:00:00,1034,2975.71,4639.68,5,39,bar,3,0,1300000,9.96,1,0,0,3
2024-01-16 03:00:00,1063,2219.47,2738.05,6,36,bar,7,0,1300000,10.0,1,0,0,2
2024-01-16 04:00:00,1048,3095.92,4201.91,8,28,tienda_barrio,8,0,1300000,10.08,1,0,0,4
2024-01-16 05:00:00,1016,2908.75,3607.14,6,27,bar,5,1,1300000,10.37,1,0,0,4
2024-01-16 06:00:00,1043,3688.71,4450.93,8,39,bar,8,0,1300000,10.41,1,0,0,6
2024-01-16 07:00:00,1091,2196.17,3216.7,2,13,bar,5,0,1300000,10.11,1,0,0,3
2024-01-16 08:00:00,1029,2976.48,4289.05,4,43,bar,9,0,1300000,10.12,1,0,0,5
2024-01-16 09:00:00,1092,2300.1,2910.1,5,40,bar,7,1,1300000,10.03,1,0,0,5
2024-01-16 10:00:00,1045,2649.35,3427.0,10,27,tienda_barrio,5,1,1300000,10.19,1,0,0,5
2024-01-16 11:00:00,1005,3474.71,4202.6,5,31,bar,9,0,1300000,10.21,1,0,0,5
2024-01-16 12:00:00,1098,2952.04,4528.37,6,2,bar,5,0,1300000,10.33,1,0,0,3
2024-01-16 13:00:00,1036,2751.78,4374.99,7,18,restaurante,8,0,1300000,10.33,1,0,0,10
2024-01-16 14:00:00,1023,2788.95,3497.86,7,26,bar,4,0,1300000,9.71,1,0,0,5
2024-01-16 15:00:00,1092,2918.89,3772.93,4,42,bar,9,0,1300000,10.14,1,0,0,4
2024-01-16 16:00:00,1045,3570.03,5524.14,4,31,tienda_barrio,6,0,1300000,10.45,1,0,0,4
2024-01-16 17:00:00,1052,3784.17,5943.36,6,38,bar,6,1,1300000,10.09,1,0,0,7
2024-01-16 18:00:00,1094,3910.67,5349.21,8,22,tienda_barrio,3,0,1300000,10.4,1,0,0,3
2024-01-16 19:00:00,1098,3573.81,4360.94,7,36,supermercado,3,0,1300000,10.11,1,0,0,6
2024-01-16 20:00:00,1059,2630.81,3198.42,7,19,bar,4,0,1300000,10.21,1,0,0,2
2024-01-16 21:00:00,1096,3376.27,4826.65,5,14,restaurante,1,0,1300000,9.95,1,0,0,4
2024-01-16 22:00:00,1062,2875.21,3902.11,8,14,tienda_barrio,6,0,1300000,9.96,1,0,0,4
2024-01-16 23:00:00,1084,2509.34,3039.97,5,29,supermercado,1,0,1300000,10.32,1,0,0,4
2024-01-17 00:00:00,1031,3681.74,5277.04,8,17,restaurante,4,1,1300000,10.35,0,0,0,8
2024-01-17 01:00:00,1086,2076.85,2501.61,5,37,tienda_barrio,7,0,1300000,10.18,0,0,0,5
2024-01-17 02:00:00,1032,3803.52,5762.14,5,9,supermercado,6,0,1300000,9.93,0,0,0,8
2024-01-17 03:00:00,1066,2922.95,3865.82,4,1,restaurante,8,1,1300000,10.19,0,0,0,5
2024-01-17 04:00:00,1017,3274.4,3982.01,5,4,bar,4,1,1300000,10.43,0,0,0,7
2024-01-17 05:00:00,1024,3318.71,4763.48,2,7,restaurante,9,1,1300000,10.53,0,0,0,8
2024-01-17 06:00:00,1094,3790.24,5151.22,3,11,restaurante,8,1,1300000,10.12,0,0,0,3
2024-01-17 07:00:00,1053,3273.34,5203.04,7,14,restaurante,5,1,1300000,9.85,0,0,0,4
2024-01-17 08:00:00,1057,3227.87,4576.09,5,42,tienda_barrio,6,0,1300000,10.35,0,0,0,6
2024-01-17 09:00:00,1066,2133.3,2794.83,6,19,bar,5,1,1300000,10.12,0,0,0,4
2024-01-17 10:00:00,1045,3036.82,4505.96,7,40,bar,6,0,1300000,10.37,0,0,0,4
2024-01-17 11:00:00,1023,2300.34,3010.22,2,3,tienda_barrio,1,0,1300000,10.24,0,0,0,6
2024-01-17 12:00:00,1031,3474.87,5426.7,7,8,restaurante,4,0,1300000,10.0,0,0,0,2
2024-01-17 13:00:00,1046,3024.44,4082.66,5,29,bar,9,0,1300000,10.19,0,0,0,4
2024-01-17 14:00:00,1085,3360.46,4771.68,5,37,restaurante,4,0,1300000,10.44,0,0,0,2
2024-01-17 15:00:00,1022,2083.35,2542.16,7,43,bar,2,0,1300000,10.15,0,0,0,8
2024-01-17 16:00:00,1065,2169.58,2973.3,6,9,tienda_barrio,6,0,1300000,9.98,0,0,0,7
2024-01-17 17:00:00,1026,3432.65,5262.07,5,19,supermercado,2,1,1300000,9.87,0,0,0,2
2024-01-17 18:00:00,1001,2144.17,3263.98,0,12,restaurante,3,1,1300000,10.03,0,0,0,5
2024-01-17 19:00:00,1089,2142.51,2763.25,7,27,bar,7,0,1300000,10.1,0,0,0,6
2024-01-17 20:00:00,1016,2024.22,2612.12,5,37,bar,4,1,1300000,10.35,0,0,0,7
2024-01-17 21:00:00,1032,3913.0,5974.85,5,48,bar,1,0,1300000,9.96,0,0,0,7
2024-01-17 22:00:00,1008,3475.02,5463.29,6,25,tienda_barrio,9,1,1300000,10.5,0,0,0,7
2024-01-17 23:00:00,1042,2706.5,3351.04,8,45,tienda_barrio,6,0,1300000,9.92,0,0,0,6
2024-01-18 00:00:00,1047,2593.07,3578.5,4,38,supermercado,9,0,1300000,10.65,0,0,0,5
2024-01-18 01:00:00,1038,2699.41,3603.66,6,48,tienda_barrio,3,0,1300000,10.53,0,0,0,5
2024-01-18 02:00:00,1092,3549.31,5495.31,4,17,restaurante,5,0,1300000,10.22,0,0,0,8
2024-01-18 03:00:00,1041,3322.74,4098.3,1,44,tienda_barrio,9,0,1300000,9.86,0,0,0,7
2024-01-18 04:00:00,1025,2370.39,3044.65,3,33,bar,6,0,1300000,10.18,0,0,0,4
2024-01-18 05:00:00,1098,2348.22,3524.65,4,39,restaurante,2,0,1300000,10.11,0,0,0,5
2024-01-18 06:00:00,1049,2196.79,2681.22,5,14,tienda_barrio,1,0,1300000,9.93,0,0,0,8
2024-01-18 07:00:00,1024,3320.61,4638.94,4,28,restaurante,9,0,1300000,10.25,0,0,0,5
2024-01-18 08:00:00,1023,3528.75,4858.53,5,18,restaurante,1,1,1300000,10.03,0,0,0,2
2024-01-18 09:00:00,1012,2530.09,3374.53,2,33,tienda_barrio,5,0,1300000,10.05,0,0,0,3
2024-01-18 10:00:00,1059,2041.89,2772.54,2,42,restaurante,1,0,1300000,10.15,0,0,0,7
2024-01-18 11:00:00,1006,2164.34,3056.0,5,15,bar,5,0,1300000,10.08,0,0,0,3
2024-01-18 12:00:00,1056,3935.72,4976.9,5,11,bar,5,1,1300000,10.61,0,0,0,8
2024-01-18 13:00:00,1035,2590.89,3701.86,5,36,tienda_barrio,7,0,1300000,10.09,0,0,0,1
2024-01-18 14:00:00,1044,3538.45,5386.13,6,15,tienda_barrio,7,1,1300000,10.28,0,0,0,5
2024-01-18 15:00:00,1019,3249.33,4887.2,4,48,bar,1,0,1300000,10.22,0,0,0,3
2024-01-18 16:00:00,1064,2763.88,3486.8,9,30,tienda_barrio,9,0,1300000,10.26,0,0,0,5
2024-01-18 17:00:00,1007,2411.37,3037.6,7,15,bar,1,0,1300000,10.28,0,0,0,5
2024-01-18 18:00:00,1015,2242.77,2931.91,2,49,restaurante,5,0,1300000,10.37,0,0,0,2
2024-01-18 19:00:00,1013,3230.03,4342.55,3,23,tienda_barrio,7,0,1300000,10.25,0,0,0,7
2024-01-18 20:00:00,1075,3549.27,4839.01,4,43,supermercado,8,0,1300000,10.24,0,0,0,2
2024-01-18 21:00:00,1086,3287.81,4839.26,6,48,bar,2,0,1300000,10.21,0,0,0,4
2024-01-18 22:00:00,1014,3060.6,3742.11,7,15,bar,1,1,1300000,10.17,0,0,0,5
2024-01-18 23:00:00,1091,2083.9,2529.58,4,29,restaurante,4,0,1300000,10.02,0,0,0,4
2024-01-19 00:00:00,1097,3936.98,5341.55,8,11,supermercado,4,0,1300000,10.19,0,0,0,8
2024-01-19 01:00:00,1065,3597.43,5320.12,8,45,supermercado,6,0,1300000,10.25,0,0,0,9
2024-01-19 02:00:00,1031,2585.64,3302.83,6,18,supermercado,1,0,1300000,10.28,0,0,0,8
2024-01-19 03:00:00,1086,3959.94,5768.06,6,40,bar,1,0,1300000,10.24,0,0,0,8
2024-01-19 04:00:00,1062,3203.76,4177.48,10,31,bar,3,1,1300000,10.15,0,0,0,9
2024-01-19 05:00:00,1085,3164.85,4919.55,6,9,supermercado,5,1,1300000,10.19,0,0,0,11
2024-01-19 06:00:00,1050,3496.15,5447.97,11,22,tienda_barrio,6,0,1300000,10.09,0,0,0,10
2024-01-19 07:00:00,1024,3623.54,4779.14,11,11,supermercado,5,1,1300000,10.26,0,0,0,10
2024-01-19 08:00:00,1057,3312.96,4280.34,8,17,restaurante,5,0,1300000,10.16,0,0,0,12
2024-01-19 09:00:00,1062,2256.19,3078.62,8,33,supermercado,9,0,1300000,10.24,0,0,0,9
2024-01-19 10:00:00,1061,2676.54,3469.36,6,11,supermercado,2,0,1300000,10.4,0,0,0,6
2024-01-19 11:00:00,1021,3856.17,5664.53,6,39,supermercado,1,0,1300000,10.06,0,0,0,8
2024-01-19 12:00:00,1057,2449.23,3748.36,9,8,tienda_barrio,6,0,1300000,10.32,0,0,0,10
2024-01-19 13:00:00,1057,2744.33,4032.07,8,4,supermercado,9,0,1300000,10.21,0,0,0,7
2024-01-19 14:00:00,1085,2864.15,4381.41,7,36,supermercado,7,0,1300000,10.61,0,0,0,7
2024-01-19 15:00:00,1048,2878.81,3911.72,9,19,bar,8,1,1300000,10.16,0,0,0,9
2024-01-19 16:00:00,1051,3225.88,4072.76,6,24,supermercado,5,0,1300000,10.34,0,0,0,9
2024-01-19 17:00:00,1041,3886.15,5810.5,15,41,restaurante,4,1,1300000,10.21,0,0,0,10
2024-01-19 18:00:00,1069,2481.39,3335.46,4,49,bar,6,0,1300000,9.93,0,0,0,6
2024-01-19 19:00:00,1014,2243.0,3293.86,9,18,tienda_barrio,3,0,1300000,10.1,0,0,0,10
2024-01-19 20:00:00,1053,2394.94,3133.2,4,33,bar,1,1,1300000,10.38,0,0,0,8
2024-01-19 21:00:00,1059,3773.85,4651.24,9,46,tienda_barrio,4,0,1300000,10.12,0,0,0,7
2024-01-19 22:00:00,1096,3291.62,5256.82,4,36,tienda_barrio,9,0,1300000,9.76,0,0,0,8
2024-01-19 23:00:00,1007,2571.81,3246.86,7,10,restaurante,4,0,1300000,10.2,0,0,0,6
2024-01-20 00:00:00,1052,3631.89,5794.2,6,14,supermercado,1,1,1300000,9.99,0,0,1,10
2024-01-20 01:00:00,1059,3722.74,5922.55,6,7,restaurante,4,1,1300000,10.24,0,0,1,12
2024-01-20 02:00:00,1004,3693.03,5604.27,8,12,bar,7,1,1300000,10.52,0,0,1,9
2024-01-20 03:00:00,1067,3837.85,5617.73,8,22,tienda_barrio,3,1,1300000,10.36,0,0,1,10
2024-01-20 04:00:00,1005,2504.48,3584.22,8,27,bar,6,1,1300000,10.52,0,0,1,9
2024-01-20 05:00:00,1095,3510.08,5428.13,12,48,tienda_barrio,1,1,1300000,10.1,0,0,1,9
2024-01-20 06:00:00,1093,2921.08,3843.49,6,37,bar,4,1,1300000,10.18,0,0,1,10
2024-01-20 07:00:00,1046,3684.0,5109.98,6,11,tienda_barrio,3,1,1300000,10.0,0,0,1,8
2024-01-20 08:00:00,1098,3456.98,5004.86,9,36,restaurante,1,1,1300000,10.08,0,0,1,8
2024-01-20 09:00:00,1054,3552.89,4847.83,9,13,tienda_barrio,3,1,1300000,10.03,0,0,1,9
2024-01-20 10:00:00,1039,3312.32,4541.17,6,32,supermercado,4,1,1300000,9.95,0,0,1,9
2024-01-20 11:00:00,1051,2354.86,3136.94,10,8,restaurante,5,1,1300000,10.49,0,0,1,8
2024-01-20 12:00:00,1015,3090.05,4405.46,7,7,supermercado,6,1,1300000,9.8,0,0,1,8
2024-01-20 13:00:00,1012,3969.34,6113.7,4,43,bar,2,1,1300000,10.49,0,0,1,11
2024-01-20 14:00:00,1029,3874.78,4962.09,10,43,bar,2,1,1300000,10.46,0,0,1,9
2024-01-20 15:00:00,1018,2086.35,3283.44,10,17,tienda_barrio,6,1,1300000,10.32,0,0,1,8
2024-01-20 16:00:00,1016,2329.63,3437.68,5,22,tienda_barrio,5,1,1300000,9.99,0,0,1,7
2024-01-20 17:00:00,1062,2263.46,3461.53,8,46,bar,1,1,1300000,9.9,0,0,1,13
2024-01-20 18:00:00,1018,3451.96,4910.33,9,34,restaurante,3,1,1300000,10.11,0,0,1,10
2024-01-20 19:00:00,1091,3635.57,5496.28,12,20,supermercado,5,1,1300000,10.34,0,0,1,10
2024-01-20 20:00:00,1057,2427.02,2928.15,6,8,bar,2,1,1300000,10.22,0,0,1,8
2024-01-20 21:00:00,1054,3011.71,4599.94,7,22,restaurante,1,1,1300000,10.01,0,0,1,11
2024-01-20 22:00:00,1089,3681.41,4476.8,13,27,supermercado,9,1,1300000,10.45,0,0,1,10
2024-01-20 23:00:00,1089,3465.6,5392.35,7,34,tienda_barrio,5,1,1300000,10.56,0,0,1,10
2024-01-21 00:00:00,1061,3084.47,4925.24,7,21,restaurante,2,1,1300000,10.17,0,0,1,6
2024-01-21 01:00:00,1022,3180.7,4190.98,7,15,restaurante,4,1,1300000,10.24,0,0,1,10
2024-01-21 02:00:00,1008,3016.72,3873.85,10,5,bar,3,1,1300000,9.92,0,0,1,8
2024-01-21 03:00:00,1011,2595.1,3908.6,11,38,supermercado,7,1,1300000,10.14,0,0,1,11
2024-01-21 04:00:00,1000,3130.04,4072.84,9,17,bar,1,1,1300000,10.32,0,0,1,12
2024-01-21 05:00:00,1057,3377.77,5222.79,9,8,tienda_barrio,4,1,1300000,10.29,0,0,1,10
2024-01-21 06:00:00,1000,3746.65,4650.11,6,19,tienda_barrio,7,1,1300000,10.12,0,0,1,7
2024-01-21 07:00:00,1033,3272.58,4091.98,8,5,supermercado,5,1,1300000,10.17,0,0,1,8
2024-01-21 08:00:00,1095,3522.24,5606.21,9,23,supermercado,4,1,1300000,10.13,0,0,1,9
2024-01-21 09:00:00,1047,2320.14,3409.53,5,19,supermercado,4,1,1300000,10.17,0,0,1,7
2024-01-21 10:00:00,1088,2923.11,4497.95,11,14,bar,2,1,1300000,10.31,0,0,1,9
2024-01-21 11:00:00,1000,2018.66,2684.28,8,10,supermercado,8,1,1300000,9.83,0,0,1,12
2024-01-21 12:00:00,1015,2493.36,3666.72,7,31,supermercado,4,1,1300000,10.21,0,0,1,12
2024-01-21 13:00:00,1060,3452.92,4964.25,7,13,bar,2,1,1300000,10.3,0,0,1,9
2024-01-21 14:00:00,1063,3983.62,5741.43,5,22,tienda_barrio,9,1,1300000,10.11,0,0,1,9
2024-01-21 15:00:00,1062,2198.36,3238.21,8,37,tienda_barrio,7,1,1300000,10.13,0,0,1,12
2024-01-21 16:00:00,1068,2802.99,4008.68,8,39,restaurante,3,1,1300000,10.14,0,0,1,9
2024-01-21 17:00:00,1021,3600.14,4938.04,7,10,tienda_barrio,7,1,1300000,10.13,0,0,1,8
2024-01-21 18:00:00,1092,2408.07,3155.46,5,31,supermercado,1,1,1300000,10.23,0,0,1,7
2024-01-21 19:00:00,1066,3110.17,4688.37,7,43,tienda_barrio,1,1,1300000,10.25,0,0,1,11
2024-01-21 20:00:00,1075,3466.14,4473.08,7,35,bar,4,1,1300000,9.81,0,0,1,8
2024-01-21 21:00:00,1025,3231.97,4773.43,4,13,tienda_barrio,4,1,1300000,10.36,0,0,1,8
